file,vibration,vib_rms,vib_peak,vib_kurtosis
2003.11.24.08.41.24,0.1762769774,0.1762769774,0.8150000000,4.0951946622
2003.11.24.08.51.24,0.1767249969,0.1767249969,0.8890000000,4.3954889847
2003.11.24.09.01.24,0.1762572612,0.1762572612,0.9520000000,4.2164104714
2003.11.24.09.11.24,0.1743317725,0.1743317725,0.8980000000,4.2001992366
2003.11.24.09.21.24,0.1752136184,0.1752136184,0.8570000000,4.1306615158
2003.11.24.10.02.30,0.1784340253,0.1784340253,0.8420000000,4.2606795527
2003.11.24.10.11.24,0.1744888696,0.1744888696,0.8590000000,4.3883802043
2003.11.24.10.21.24,0.1738342090,0.1738342090,0.9200000000,4.3018978592
2003.11.24.10.31.24,0.1748923458,0.1748923458,0.7910000000,4.3491254849
2003.11.24.10.41.24,0.1767590040,0.1767590040,0.9230000000,4.2426624824
2003.11.24.10.51.24,0.1793515486,0.1793515486,0.8350000000,4.2158939815
2003.11.24.12.53.55,0.1786899082,0.1786899082,0.8520000000,4.2137760794
2003.11.24.12.57.32,0.1781006125,0.1781006125,0.9200000000,4.2970950927
2003.11.24.13.07.32,0.1777540933,0.1777540933,1.0620000000,4.3858811019
2003.11.24.13.17.32,0.1771894819,0.1771894819,1.0960000000,4.7946449761
2003.11.24.13.27.32,0.1785958700,0.1785958700,1.2110000000,4.5954079513
2003.11.24.13.37.32,0.1783476198,0.1783476198,0.8500000000,4.5017076459
2003.11.24.13.47.32,0.1773422940,0.1773422940,0.8640000000,4.1434532518
2003.11.24.13.57.32,0.1750551276,0.1750551276,0.7890000000,4.2420402378
2003.11.24.14.07.32,0.1750984563,0.1750984563,0.8370000000,3.9275375626
2003.11.24.14.17.32,0.1767880447,0.1767880447,0.8960000000,4.3324121114
2003.11.24.14.27.32,0.1786514507,0.1786514507,0.8200000000,4.1703903151
2003.11.24.14.37.32,0.1787919717,0.1787919717,0.8690000000,4.4740894944
2003.11.24.14.47.32,0.1780348551,0.1780348551,0.9960000000,4.4579712706
2003.11.24.14.57.32,0.1788115103,0.1788115103,0.9330000000,4.5109456946
2003.11.24.15.07.32,0.1774771958,0.1774771958,0.8720000000,4.3601711376
2003.11.24.15.17.32,0.1772408603,0.1772408603,0.9300000000,4.3763318929
2003.11.24.15.27.32,0.1793567627,0.1793567627,1.0010000000,4.3324674806
2003.11.24.15.37.32,0.1798497481,0.1798497481,0.8740000000,4.2851563189
2003.11.24.15.47.32,0.1790378296,0.1790378296,1.0820000000,4.2486366207
2003.11.24.15.57.32,0.1802390615,0.1802390615,0.9990000000,4.1865207420
2003.11.24.16.07.32,0.1759992154,0.1759992154,0.7980000000,4.1300036660
2003.11.24.16.17.32,0.1794875795,0.1794875795,0.8790000000,4.0008269429
2003.11.24.16.27.32,0.1811209865,0.1811209865,0.9010000000,4.3716190980
2003.11.24.16.37.32,0.1780455235,0.1780455235,1.0940000000,4.8590712877
2003.11.24.16.47.32,0.1767247713,0.1767247713,0.8450000000,4.2246237443
2003.11.24.16.57.32,0.1801622539,0.1801622539,1.0330000000,4.3720633673
2003.11.24.17.07.32,0.1803349377,0.1803349377,0.9280000000,4.1604974101
2003.11.24.17.17.32,0.1775539157,0.1775539157,0.8670000000,4.1863987008
2003.11.24.17.27.32,0.1806537870,0.1806537870,0.9010000000,4.2288976457
2003.11.24.17.37.32,0.1783630445,0.1783630445,0.8790000000,4.1259796889
2003.11.24.17.47.32,0.1776497652,0.1776497652,0.8980000000,4.3915716838
2003.11.24.17.57.32,0.1763049107,0.1763049107,0.9330000000,4.4151287638
2003.11.24.18.07.32,0.1775090720,0.1775090720,0.8720000000,4.0900891331
2003.11.24.18.17.32,0.1774296960,0.1774296960,1.1500000000,4.8974545856
2003.11.24.18.27.32,0.1794808763,0.1794808763,0.8620000000,4.4793971724
2003.11.24.18.37.32,0.1778974879,0.1778974879,0.8400000000,4.3608018883
2003.11.24.18.47.32,0.1759761875,0.1759761875,0.9130000000,4.2846506585
2003.11.24.18.57.32,0.1780901893,0.1780901893,0.8940000000,4.3133968866
2003.11.24.19.07.32,0.1740102362,0.1740102362,0.8010000000,4.0633015911
2003.11.24.19.17.32,0.1763344344,0.1763344344,1.1350000000,4.5196997142
2003.11.24.19.27.32,0.1798147968,0.1798147968,1.1130000000,4.6739930488
2003.11.24.19.37.32,0.1749776042,0.1749776042,0.7930000000,4.0800865936
2003.11.24.19.47.32,0.1763896689,0.1763896689,0.8890000000,4.3853736815
2003.11.24.19.57.32,0.1789739982,0.1789739982,0.8620000000,4.0623185432
2003.11.24.20.07.32,0.1805616022,0.1805616022,0.8960000000,4.5588744564
2003.11.24.20.17.32,0.1766130018,0.1766130018,0.8370000000,4.0417654159
2003.11.24.20.27.32,0.1777986983,0.1777986983,0.8110000000,4.0823235176
2003.11.24.20.37.32,0.1790485767,0.1790485767,1.0080000000,4.4883338674
2003.11.24.20.47.32,0.1756161869,0.1756161869,0.8810000000,4.2122597970
2003.11.24.20.57.32,0.1783198047,0.1783198047,0.9110000000,4.1888439788
2003.11.24.21.07.32,0.1799233858,0.1799233858,0.8720000000,4.2694456470
2003.11.24.21.17.32,0.1751343101,0.1751343101,0.7790000000,3.9585659104
2003.11.24.21.27.32,0.1790419495,0.1790419495,1.0250000000,4.2677811271
2003.11.24.21.37.32,0.1824051444,0.1824051444,1.0620000000,4.6479246006
2003.11.24.21.47.32,0.1769550556,0.1769550556,0.7690000000,3.9257971060
2003.11.24.21.57.32,0.1779293303,0.1779293303,0.8330000000,4.1886305894
2003.11.24.22.07.32,0.1784559283,0.1784559283,0.8940000000,3.9484447470
2003.11.24.22.17.32,0.1775704280,0.1775704280,0.8370000000,4.0124003039
2003.11.24.22.27.32,0.1825733329,0.1825733329,0.9130000000,4.3335186254
2003.11.24.22.37.32,0.1817801543,0.1817801543,0.8670000000,4.2451709180
2003.11.24.22.47.32,0.1813099701,0.1813099701,0.7790000000,4.0183905952
2003.11.24.22.57.32,0.1792088484,0.1792088484,1.0690000000,4.1200392430
2003.11.24.23.07.32,0.1802155567,0.1802155567,0.8420000000,4.1946261911
2003.11.24.23.17.32,0.1812494782,0.1812494782,0.9620000000,4.0887081292
2003.11.24.23.27.32,0.1815980888,0.1815980888,0.7690000000,3.8324669659
2003.11.24.23.37.32,0.1819005490,0.1819005490,0.9910000000,4.2945361266
2003.11.24.23.47.32,0.1818991942,0.1818991942,1.0420000000,4.2576691304
2003.11.24.23.57.32,0.1809956313,0.1809956313,0.8500000000,4.1553159169
2003.11.25.10.47.32,0.1847410445,0.1847410445,0.8590000000,3.9301153034
2003.11.25.10.57.32,0.1848341311,0.1848341311,0.7710000000,3.6609251143
2003.11.25.11.07.32,0.1856999845,0.1856999845,0.8420000000,3.8830746481
2003.11.25.11.17.32,0.1851820507,0.1851820507,0.8150000000,3.7723212780
2003.11.25.11.27.32,0.1862569652,0.1862569652,0.7840000000,3.8162734367
2003.11.25.11.37.32,0.1872990093,0.1872990093,0.9350000000,3.9147883926
2003.11.25.11.47.32,0.1891299925,0.1891299925,0.8690000000,3.8219599634
2003.11.25.11.57.32,0.1871855560,0.1871855560,0.7810000000,3.7691888462
2003.11.25.12.07.32,0.1858602803,0.1858602803,0.7980000000,3.6149476592
2003.11.25.12.17.32,0.1881544321,0.1881544321,0.8910000000,3.6972678145
2003.11.25.12.27.32,0.1865488230,0.1865488230,0.7930000000,3.6321240848
2003.11.25.12.37.32,0.1877159848,0.1877159848,0.7760000000,3.8284188323
2003.11.25.12.47.32,0.1880937847,0.1880937847,0.8400000000,3.7930339292
2003.11.25.12.57.32,0.1894471557,0.1894471557,0.9860000000,3.7480665269
2003.11.25.13.07.32,0.1897790507,0.1897790507,0.8540000000,3.6486560074
2003.11.25.13.17.32,0.1878944529,0.1878944529,0.7540000000,3.6760494456
2003.11.25.13.27.32,0.1868603459,0.1868603459,0.8450000000,3.7807470994
2003.11.25.13.37.32,0.1872279044,0.1872279044,0.7670000000,3.5736678041
2003.11.25.13.47.32,0.1889804728,0.1889804728,0.8010000000,3.7643061380
2003.11.25.13.57.32,0.1901883748,0.1901883748,0.8350000000,3.8011067330
2003.11.25.14.07.32,0.1919270819,0.1919270819,0.9130000000,3.8466097978
2003.11.25.14.17.32,0.1913252830,0.1913252830,0.8180000000,3.6075574633
2003.11.25.14.27.32,0.1883640562,0.1883640562,0.8370000000,3.7727061788
2003.11.25.14.37.32,0.1874458835,0.1874458835,0.7640000000,3.7001090531
2003.11.25.14.47.32,0.1872465229,0.1872465229,0.8180000000,3.7375714979
2003.11.25.14.57.32,0.1871176405,0.1871176405,0.8330000000,3.8417207321
2003.11.25.15.07.32,0.1911805567,0.1911805567,0.7960000000,3.6395641587
2003.11.25.15.17.32,0.1914524286,0.1914524286,0.9110000000,3.5897468890
2003.11.25.15.27.32,0.1912060330,0.1912060330,0.9810000000,3.7771832727
2003.11.25.15.37.32,0.1913041290,0.1913041290,0.8540000000,3.5930767518
2003.11.25.15.47.32,0.1905157215,0.1905157215,0.8720000000,3.6269438818
2003.11.25.15.57.32,0.1907926454,0.1907926454,0.8350000000,3.7071968083
2003.11.25.16.07.32,0.1930171527,0.1930171527,0.7860000000,3.6710581730
2003.11.25.23.13.21,0.2045641934,0.2045641934,0.9080000000,3.5137532840
2003.11.25.23.19.56,0.2082276909,0.2082276909,0.9110000000,3.5367524089
2003.11.25.23.29.56,0.2023263412,0.2023263412,1.1570000000,3.5629853569
2003.11.25.23.39.56,0.2099277296,0.2099277296,0.8890000000,3.5844654231
